timestamp,ir_raw,red_raw,hr,spo2,status
1781009919.2863636,174861,126740,66,97,NORMAL
1781009919.4776037,174763,126734,66,97,NORMAL
1781009919.6787627,174708,126771,66,97,NORMAL
1781009919.8930035,174814,126724,68,97,NORMAL
1781009920.0842493,174709,126778,68,97,NORMAL
1781009920.2989092,174496,126807,69,97,NORMAL
1781009920.489979,174501,126798,69,97,NORMAL
1781009920.7046154,174397,126791,65,97,NORMAL
1781009920.8957384,174708,126771,65,97,NORMAL
1781009921.1101267,174813,126714,62,97,NORMAL
1781009921.3149543,174733,126703,63,97,NORMAL
1781009921.5195842,174496,126729,60,97,NORMAL
1781009921.7240164,174575,126750,62,97,NORMAL
1781009921.915095,174595,126733,62,97,NORMAL
1781009922.129601,174785,126763,60,97,NORMAL
1781009922.320628,174639,126708,60,97,NORMAL
1781009922.5218472,174654,126603,60,97,NORMAL
1781009922.736015,174712,126737,63,97,NORMAL
1781009922.940387,174575,126750,60,97,NORMAL
1781009923.1449027,174815,126724,63,97,NORMAL
1781009923.3492115,174591,126712,67,97,NORMAL
1781009923.5403714,174639,126708,67,97,NORMAL
1781009923.7548132,174473,126656,66,97,NORMAL
1781009923.9591444,174931,126877,63,97,NORMAL
1781009924.1503754,174563,126706,63,97,NORMAL
1781009924.3513842,174815,126724,63,97,NORMAL
1781009924.5656707,174963,126623,60,97,NORMAL
1781009924.756747,173985,126748,60,97,NORMAL
1781009924.9578245,174473,126656,60,97,NORMAL
1781009925.1718595,174713,126588,61,97,NORMAL
1781009925.3761358,174720,126693,63,97,NORMAL
1781009925.5800414,174815,126724,61,97,NORMAL
1781009925.7842655,174963,126623,63,97,NORMAL
1781009925.9885063,174736,126795,66,97,NORMAL
1781009926.17945,175923,126225,66,97,NORMAL
1781009926.380846,174713,126588,66,97,NORMAL
1781009926.5814147,174616,126781,66,97,NORMAL
1781009926.782345,174646,126731,66,97,NORMAL
1781009926.983198,174963,126623,66,97,NORMAL
1781009927.1842916,174736,126795,66,97,NORMAL
1781009927.3850482,174323,126775,66,97,NORMAL
1781009927.5859005,174575,126808,66,97,NORMAL
1781009927.8001266,174616,126781,62,97,NORMAL
1781009928.0042152,174646,126731,59,97,LOW HR
1781009928.1950195,174425,126355,59,97,LOW HR
1781009928.4096956,173398,125409,62,97,NORMAL
1781009928.6009886,174323,126775,62,97,NORMAL
1781009928.8154452,174575,126808,63,97,NORMAL
1781009929.006476,172177,125747,63,97,NORMAL
1781009929.2077668,175728,127107,63,97,NORMAL
1781009929.4087129,174425,126355,63,97,NORMAL
1781009929.6093948,176124,126147,63,97,NORMAL
1781009929.8236768,176368,126830,62,97,NORMAL
1781009930.014837,174575,126808,62,97,NORMAL
1781009930.2160263,172177,125747,62,97,NORMAL
1781009930.4167616,176162,127389,62,97,NORMAL
1781009930.6306486,175717,127008,61,97,NORMAL
1781009930.8219328,176124,126147,61,97,NORMAL
1781009931.036164,176368,126830,63,97,NORMAL
1781009931.227181,175756,126986,63,97,NORMAL
